"id","fltid","adep","ades","CLASS","atot","c_time","lat","lon","bear","drwy","type","atot_epoch","sector","congestion","arrival_yield","transit","saturation","c","percentile_20","kpi08_p20","unimp_time","kpi08"
"2024-01-25 19:40:25TAM3243SBPSSBGR","TAM3243","SBPS","SBGR","M",1706211625000,1706209856560,-21.8734779245,-45.8617268375,21.3731972044,"10R","A320",1706211625000,0,15,29,29.474,10.6367068889,100,22.7929433333,6.6810566667,23.3045833333,6.1694166667
"2024-01-25 18:35:51TAM3471SBJESBGR","TAM3471","SBJE","SBGR","M",1706207751000,1706206317394,-21.8031617342,-46.1043546253,12.7275576014,"10R","A320",1706207751000,0,6,14,23.8934333333,10.6367068889,100,22.7929433333,1.10049,23.3045833333,0.58885
"2024-01-25 17:58:33TAM3619SBTESBGR","TAM3619","SBTE","SBGR","M",1706205513000,1706204085570,-21.859219359,-45.9042184615,19.8424988824,"10R","A320",1706205513000,0,4,13,23.7905,10.6367068889,100,22.7929433333,0.9975566667,23.3045833333,0.4859166667
"2024-01-25 17:36:45TAM4623SBPSSBGR","TAM4623","SBPS","SBGR","M",1706204205000,1706202781709,-21.8732952319,-45.8626181985,21.3425681732,"10R","A320",1706204205000,0,5,11,23.7215166667,10.6367068889,100,22.7929433333,0.9285733333,23.3045833333,0.4169333333
"2024-01-25 16:13:21TAM3395SBPJSBGR","TAM3395","SBPJ","SBGR","M",1706199201000,1706197836877,-21.8097045222,-46.0855472492,13.4058676824,"10R","A320",1706199201000,0,7,17,22.7353833333,10.6367068889,100,22.7929433333,0,23.3045833333,0
"2024-01-25 16:23:47TAM3389SBPLSBGR","TAM3389","SBPL","SBGR","M",1706199827000,1706198523856,-21.7922667627,-46.1713535547,10.4034429161,"10R","A320",1706199827000,0,6,17,21.7190666667,10.6367068889,100,22.7929433333,0,23.3045833333,0
"2024-01-25 16:08:42TAM4627SBILSBGR","TAM4627","SBIL","SBGR","M",1706198922000,1706197612129,-21.9461708271,-45.6703369404,28.322886263,"10R","A320",1706198922000,0,7,17,21.8311833333,10.6367068889,100,22.7929433333,0,23.3045833333,0
"2024-01-25 14:39:18TAM3237SBVCSBGR","TAM3237","SBVC","SBGR","M",1706193558000,1706192306248,-21.8749736141,-45.8634651623,21.3364794371,"10R","A320",1706193558000,0,6,18,20.8625333333,10.6367068889,100,22.7929433333,0,23.3045833333,0
"2024-01-25 14:11:20TAM3264SBBRSBGR","TAM3264","SBBR","SBGR","M",1706191880000,1706190449460,-21.7974538687,-46.1292239394,11.8540929624,"10R","A320",1706191880000,0,6,11,23.8423333333,10.6367068889,100,22.7929433333,1.04939,23.3045833333,0.53775
"2024-01-25 12:50:03TAM3262SBBRSBGR","TAM3262","SBBR","SBGR","M",1706187003000,1706185636222,-21.7928728926,-46.23333559,8.3026804516,"10R","A320",1706187003000,0,2,12,22.7796333333,10.6367068889,100,22.7929433333,0,23.3045833333,0
"2024-01-25 09:57:43TAM3366SBJUSBGR","TAM3366","SBJU","SBGR","M",1706176663000,1706174799432,-21.8532929452,-45.9312461671,18.9025869533,"10R","A320",1706176663000,0,13,27,31.0594666667,10.6367068889,100,22.7929433333,8.2665233333,23.3045833333,7.7548833333
"2024-01-25 09:14:18TAM4688SBSVSBGR","TAM4688","SBSV","SBGR","M",1706174058000,1706172430896,-21.8715092829,-45.8616687795,21.3505630812,"10R","A320",1706174058000,0,13,24,27.1184,10.6367068889,100,22.7929433333,4.3254566667,23.3045833333,3.8138166667
"2024-01-25 09:12:19TAM3465SBJPSBGR","TAM3465","SBJP","SBGR","M",1706173939000,1706172161344,-21.8415032919,-45.9706265654,17.4943191954,"10R","A320",1706173939000,0,14,24,29.6276,10.6367068889,100,22.7929433333,6.8346566667,23.3045833333,6.3230166667
"2024-01-25 09:39:12TAM4752SBBRSBGR","TAM4752","SBBR","SBGR","M",1706175552000,1706173888727,-21.7809329873,-46.3029437141,5.8699588563,"10R","A320",1706175552000,0,11,26,27.7212166667,10.6367068889,100,22.7929433333,4.9282733333,23.3045833333,4.4166333333
"2024-01-25 09:02:15TAM3547SBGOSBGR","TAM3547","SBGO","SBGR","M",1706173335000,1706171659407,-21.7736747952,-46.387110735,2.9604367029,"10R","A320",1706173335000,0,11,22,27.92655,10.6367068889,100,22.7929433333,5.1336066667,23.3045833333,4.6219666667
"2024-01-25 09:00:34TAM4555SBPSSBGR","TAM4555","SBPS","SBGR","M",1706173234000,1706171435157,-21.8492156545,-45.9460475413,18.3773298233,"10R","A320",1706173234000,0,11,22,29.9807166667,10.6367068889,100,22.7929433333,7.1877733333,23.3045833333,6.6761333333
"2024-01-25 08:32:34TAM3407SBMOSBGR","TAM3407","SBMO","SBGR","M",1706171554000,1706170036286,-21.8694433191,-45.859083491,21.4069575036,"10R","A320",1706171554000,0,8,19,25.2952333333,10.6367068889,100,22.7929433333,2.50229,23.3045833333,1.99065
"2024-01-25 08:53:28TAM3323SBFZSBGR","TAM3323","SBFZ","SBGR","M",1706172808000,1706171022313,-21.7855566486,-46.2516716718,7.6418588856,"10R","A320",1706172808000,0,10,21,29.76145,10.6367068889,100,22.7929433333,6.9685066667,23.3045833333,6.4568666667
"2024-01-25 08:43:19TAM3197SBTESBGR","TAM3197","SBTE","SBGR","M",1706172199000,1706170753720,-21.8565865356,-45.9204268884,19.2897072087,"10R","A320",1706172199000,0,7,19,24.088,10.6367068889,100,22.7929433333,1.2950566667,23.3045833333,0.7834166667
"2024-01-25 08:09:33TAM3393SBPJSBGR","TAM3393","SBPJ","SBGR","M",1706170173000,1706168686991,-21.804474731,-46.0849256871,13.3850941367,"10R","A320",1706170173000,0,7,14,24.7668166667,10.6367068889,100,22.7929433333,1.9738733333,23.3045833333,1.4622333333
"2024-01-24 21:59:26TAM3379SBRFSBGR","TAM3379","SBRF","SBGR","M",1706133566000,1706132295594,-21.8709185197,-45.862607953,21.3133849066,"10R","A320",1706133566000,0,5,11,21.1734333333,10.6367068889,100,22.7929433333,0,23.3045833333,0
"2024-01-24 21:22:50TAM3355SBSVSBGR","TAM3355","SBSV","SBGR","M",1706131370000,1706129888164,-21.8729844836,-45.8627035779,21.3359893622,"10R","A320",1706131370000,0,4,10,24.6972666667,10.6367068889,100,22.7929433333,1.9043233333,23.3045833333,1.3926833333
"2024-01-24 21:07:33TAM4619SBMOSBGR","TAM4619","SBMO","SBGR","M",1706130453000,1706129000410,-21.8721307795,-45.851839902,21.6700449708,"10R","A320",1706130453000,0,2,8,24.2098333333,10.6367068889,100,22.7929433333,1.41689,23.3045833333,0.90525
"2024-01-24 19:29:16TAM3243SBPSSBGR","TAM3243","SBPS","SBGR","M",1706124556000,1706122995288,-21.8732849874,-45.8619249177,21.3644956111,"10R","A320",1706124556000,0,12,23,26.0118666667,10.6367068889,100,22.7929433333,3.2189233333,23.3045833333,2.7072833333
"2024-01-24 18:54:40TAM3471SBJESBGR","TAM3471","SBJE","SBGR","M",1706122480000,1706121009524,-21.8489475915,-45.9373525023,18.6567636921,"10R","A320",1706122480000,0,6,17,24.5079333333,10.6367068889,100,22.7929433333,1.71499,23.3045833333,1.20335
"2024-01-24 18:00:48TAM3619SBTESBGR","TAM3619","SBTE","SBGR","M",1706119248000,1706117720816,-21.8772700781,-45.841283592,22.0689924999,"10R","A320",1706119248000,0,6,10,25.4530666667,10.6367068889,100,22.7929433333,2.6601233333,23.3045833333,2.1484833333
"2024-01-24 17:58:10TAM4623SBPSSBGR","TAM4623","SBPS","SBGR","M",1706119090000,1706117598800,-21.8903624839,-45.7949020821,23.695682788,"10R","A320",1706119090000,0,6,10,24.8533333333,10.6367068889,100,22.7929433333,2.06039,23.3045833333,1.54875
"2024-01-24 17:24:26TAM3111SBIZSBGR","TAM3111","SBIZ","SBGR","M",1706117066000,1706115669614,-21.8069743766,-46.0851989012,13.3958016108,"10R","A320",1706117066000,0,2,12,23.2731,10.6367068889,100,22.7929433333,0.4801566667,23.3045833333,0
"2024-01-24 16:06:17TAM4627SBILSBGR","TAM4627","SBIL","SBGR","M",1706112377000,1706110902737,-21.8979809391,-45.7817809746,24.208095727,"10R","A320",1706112377000,0,8,14,24.57105,10.6367068889,100,22.7929433333,1.7781066667,23.3045833333,1.2664666667
"2024-01-24 16:30:26TAM3541SBGOSBGR","TAM3541","SBGO","SBGR","M",1706113826000,1706112410886,-21.7676356925,-46.4794434425,359.7805668467,"10R","A320",1706113826000,0,11,21,23.5852333333,10.6367068889,100,22.7929433333,0.79229,23.3045833333,0.28065
"2024-01-24 16:25:09TAM4613SBRFSBGR","TAM4613","SBRF","SBGR","M",1706113509000,1706112129696,-21.8710909679,-45.8618190473,21.340593735,"10R","A320",1706113509000,0,12,19,22.9884,10.6367068889,100,22.7929433333,0.1954566667,23.3045833333,0
"2024-01-24 16:14:50TAM3395SBPJSBGR","TAM3395","SBPJ","SBGR","M",1706112890000,1706111532188,-21.7879111644,-46.2215873834,8.6776799057,"10R","A320",1706112890000,0,10,15,22.6302,10.6367068889,100,22.7929433333,0,23.3045833333,0
"2024-01-24 16:12:22TAM3389SBPLSBGR","TAM3389","SBPL","SBGR","M",1706112742000,1706111359788,-21.8078178362,-46.0855643251,13.3903203125,"10R","A320",1706112742000,0,10,15,23.0368666667,10.6367068889,100,22.7929433333,0.2439233333,23.3045833333,0
"2024-01-24 14:24:03TAM3241SBPSSBGR","TAM3241","SBPS","SBGR","M",1706106243000,1706104706048,-21.8750658141,-45.8636495818,21.3317517227,"10R","A320",1706106243000,0,8,14,25.6158666667,10.6367068889,100,22.7929433333,2.8229233333,23.3045833333,2.3112833333
"2024-01-24 14:43:53TAM3237SBVCSBGR","TAM3237","SBVC","SBGR","M",1706107433000,1706106041309,-21.907371684,-45.76542228,24.8467344666,"10R","A320",1706107433000,0,9,19,23.19485,10.6367068889,100,22.7929433333,0.4019066667,23.3045833333,0
"2024-01-24 14:08:44TAM3264SBBRSBGR","TAM3264","SBBR","SBGR","M",1706105324000,1706103956561,-21.7886675463,-46.2223967802,8.654085055,"10R","A320",1706105324000,0,5,10,22.79065,10.6367068889,100,22.7929433333,0,23.3045833333,0
"2024-01-24 10:00:33TAM3383SBRFSBGR","TAM3383","SBRF","SBGR","M",1706090433000,1706088548669,-21.8223530019,-46.0256587169,15.5005335933,"10R","A320",1706090433000,0,15,30,31.4055166667,10.6367068889,100,22.7929433333,8.6125733333,23.3045833333,8.1009333333
"2024-01-24 09:57:16TAM3366SBJUSBGR","TAM3366","SBJU","SBGR","M",1706090236000,1706088436586,-21.8508786701,-45.9753804909,17.435136222,"10R","A320",1706090236000,0,14,30,29.9902333333,10.6367068889,100,22.7929433333,7.19729,23.3045833333,6.68565
"2024-01-24 09:36:32TAM4752SBBRSBGR","TAM4752","SBBR","SBGR","M",1706088992000,1706087541247,-21.7890585427,-46.2204911118,8.7209103096,"10R","A320",1706088992000,0,12,27,24.1792166667,10.6367068889,100,22.7929433333,1.3862733333,23.3045833333,0.8746333333
"2024-01-24 09:01:43TAM4701SBCFSBGR","TAM4701","SBCF","SBGR","M",1706086903000,1706085543022,-21.8696960155,-45.8717606256,21.0069447052,"10R","A320",1706086903000,0,8,22,22.6663,10.6367068889,100,22.7929433333,0,23.3045833333,0
"2024-01-24 08:58:30TAM4555SBPSSBGR","TAM4555","SBPS","SBGR","M",1706086710000,1706085318506,-21.8696430858,-45.8600260797,21.3795419141,"10R","A320",1706086710000,0,7,21,23.1915666667,10.6367068889,100,22.7929433333,0.3986233333,23.3045833333,0
"2024-01-24 09:11:52TAM3251SBIZSBGR","TAM3251","SBIZ","SBGR","M",1706087512000,1706086084134,-21.7958437828,-46.1648988714,10.6436447082,"10R","A320",1706087512000,0,10,22,23.7977666667,10.6367068889,100,22.7929433333,1.0048233333,23.3045833333,0.4931833333
"2024-01-24 08:44:50TAM3197SBTESBGR","TAM3197","SBTE","SBGR","M",1706085890000,1706084417317,-21.7972882501,-46.1772071669,10.2365005792,"10R","A320",1706085890000,0,7,21,24.5447166667,10.6367068889,100,22.7929433333,1.7517733333,23.3045833333,1.2401333333
"2024-01-24 08:12:27TAM3393SBPJSBGR","TAM3393","SBPJ","SBGR","M",1706083947000,1706082287714,-21.8079083288,-46.0847002854,13.4198187027,"10R","A320",1706083947000,0,10,13,27.6547666667,10.6367068889,100,22.7929433333,4.8618233333,23.3045833333,4.3501833333
"2024-01-24 08:04:33TAM3391SBPLSBGR","TAM3391","SBPL","SBGR","M",1706083473000,1706081929803,-21.8056238167,-46.0849734996,13.3926000131,"10R","A320",1706083473000,0,8,10,25.71995,10.6367068889,100,22.7929433333,2.9270066667,23.3045833333,2.4153666667
"2024-01-24 00:44:25TAM3239SBVCSBGR","TAM3239","SBVC","SBGR","M",1706057065000,1706055094732,-21.9434236074,-45.6812211073,27.9536945878,"10R","A320",1706057065000,0,4,11,32.8378,10.6367068889,100,22.7929433333,10.0448566667,23.3045833333,9.5332166667
"2024-01-24 00:38:27TAM4621SBARSBGR","TAM4621","SBAR","SBGR","M",1706056707000,1706054794174,-21.9167760882,-45.7384662931,25.8116977883,"10R","A320",1706056707000,0,1,10,31.8804333333,10.6367068889,100,22.7929433333,9.08749,23.3045833333,8.57585
"2024-01-23 22:38:55TAM3619SBTESBGR","TAM3619","SBTE","SBGR","M",1706049535000,1706048197070,-21.8078861325,-46.0779826336,13.6431651398,"10R","A320",1706049535000,0,7,17,22.2988333333,10.6367068889,100,22.7929433333,0,23.3045833333,0
"2024-01-23 20:55:23TAM4619SBMOSBGR","TAM4619","SBMO","SBGR","M",1706043323000,1706041797566,-22.0637856384,-45.4531863681,36.629679722,"10R","A320",1706043323000,0,6,12,25.4239,10.6367068889,100,22.7929433333,2.6309566667,23.3045833333,2.1193166667
"2024-01-23 22:09:32TAM3379SBRFSBGR","TAM3379","SBRF","SBGR","M",1706047772000,1706046392673,-21.8438629299,-45.9514879172,18.1429937351,"10R","A320",1706047772000,0,6,10,22.9887833333,10.6367068889,100,22.7929433333,0.19584,23.3045833333,0
"2024-01-23 19:40:00TAM3543SBMKSBGR","TAM3543","SBMK","SBGR","M",1706038800000,1706036851944,-21.8731927874,-45.8681063869,21.1664768853,"10R","A320",1706038800000,0,16,26,32.4676,10.6367068889,100,22.7929433333,9.6746566667,23.3045833333,9.1630166667
"2024-01-23 18:57:27TAM3471SBJESBGR","TAM3471","SBJE","SBGR","M",1706036247000,1706034566739,-21.7704836493,-46.2998495644,5.9387272963,"10R","A320",1706036247000,0,11,18,28.00435,10.6367068889,100,22.7929433333,5.2114066667,23.3045833333,4.6997666667
"2024-01-23 17:42:15TAM4623SBPSSBGR","TAM4623","SBPS","SBGR","M",1706031735000,1706030260292,-21.8762234369,-45.8649678399,21.3041312964,"10R","A320",1706031735000,0,6,15,24.5784666667,10.6367068889,100,22.7929433333,1.7855233333,23.3045833333,1.2738833333
"2024-01-23 17:07:45TAM3111SBIZSBGR","TAM3111","SBIZ","SBGR","M",1706029665000,1706028299917,-21.7923948183,-46.1805745308,10.0928863357,"10R","A320",1706029665000,0,5,18,22.7513833333,10.6367068889,100,22.7929433333,0,23.3045833333,0
"2024-01-23 16:32:47TAM3389SBPLSBGR","TAM3389","SBPL","SBGR","M",1706027567000,1706026163613,-21.7885821758,-46.2191079654,8.7654328019,"10R","A320",1706027567000,0,8,18,23.3897833333,10.6367068889,100,22.7929433333,0.59684,23.3045833333,0.0852
"2024-01-23 16:17:19TAM4627SBILSBGR","TAM4627","SBIL","SBGR","M",1706026639000,1706025235728,-21.8797270384,-45.8674506731,21.2684317925,"10R","A320",1706026639000,0,8,17,23.3878666667,10.6367068889,100,22.7929433333,0.5949233333,23.3045833333,0.0832833333
"2024-01-23 16:11:34TAM4613SBRFSBGR","TAM4613","SBRF","SBGR","M",1706026294000,1706024786983,-21.8723032277,-45.8626489351,21.329264638,"10R","A320",1706026294000,0,6,15,25.11695,10.6367068889,100,22.7929433333,2.3240066667,23.3045833333,1.8123666667
"2024-01-23 16:07:39TAM3395SBPJSBGR","TAM3395","SBPJ","SBGR","M",1706026059000,1706024537905,-21.8364442415,-45.9788947073,17.1723086396,"10R","A320",1706026059000,0,5,13,25.3515833333,10.6367068889,100,22.7929433333,2.55864,23.3045833333,2.047
"2024-01-23 14:57:00TAM3237SBVCSBGR","TAM3237","SBVC","SBGR","M",1706021820000,1706020299165,-21.8735854913,-45.8654562101,21.2558119456,"10R","A320",1706021820000,0,7,22,25.34725,10.6367068889,100,22.7929433333,2.5543066667,23.3045833333,2.0426666667
"2024-01-23 14:18:54TAM3264SBBRSBGR","TAM3264","SBBR","SBGR","M",1706019534000,1706017538269,-21.7948039712,-46.176937368,10.2304529476,"10R","A320",1706019534000,0,11,15,33.2621833333,10.6367068889,100,22.7929433333,10.46924,23.3045833333,9.9576
"2024-01-23 12:19:19TAM3262SBBRSBGR","TAM3262","SBBR","SBGR","M",1706012359000,1706010931247,-21.8070068173,-46.0841948393,13.4294830936,"10R","A320",1706012359000,0,2,6,23.7958833333,10.6367068889,100,22.7929433333,1.00294,23.3045833333,0.4913
"2024-01-23 10:07:23TAM3366SBJUSBGR","TAM3366","SBJU","SBGR","M",1706004443000,1706002492391,-21.8739167284,-45.8627513904,21.3460582806,"10R","A320",1706004443000,0,16,30,32.51015,10.6367068889,100,22.7929433333,9.7172066667,23.3045833333,9.2055666667
"2024-01-23 09:06:47TAM3327SBBESBGR","TAM3327","SBBE","SBGR","M",1706000807000,1705999279148,-21.8237530766,-46.0221103487,15.6303959837,"10R","A320",1706000807000,0,10,23,25.4642,10.6367068889,100,22.7929433333,2.6712566667,23.3045833333,2.1596166667
"2024-01-23 09:02:39TAM4555SBPSSBGR","TAM4555","SBPS","SBGR","M",1706000559000,1705998949190,-21.8555774574,-45.9315091356,18.919440903,"10R","A320",1706000559000,0,11,23,26.8301666667,10.6367068889,100,22.7929433333,4.0372233333,23.3045833333,3.5255833333
"2024-01-23 08:51:32TAM3221SBARSBGR","TAM3221","SBAR","SBGR","M",1705999892000,1705998431160,-21.8712087791,-45.8602958786,21.3904389283,"10R","A320",1705999892000,0,9,22,24.3473333333,10.6367068889,100,22.7929433333,1.55439,23.3045833333,1.04275
"2024-01-23 08:49:55TAM3251SBIZSBGR","TAM3251","SBIZ","SBGR","M",1705999795000,1705998330333,-21.8052686758,-46.0844919597,13.4058025596,"10R","A320",1705999795000,0,9,22,24.4111166667,10.6367068889,100,22.7929433333,1.6181733333,23.3045833333,1.1065333333
"2024-01-23 08:47:41TAM3197SBTESBGR","TAM3197","SBTE","SBGR","M",1705999661000,1705998213645,-21.882644999,-45.8375610497,22.2557528471,"10R","A320",1705999661000,0,9,23,24.1225833333,10.6367068889,100,22.7929433333,1.32964,23.3045833333,0.818
"2024-01-23 07:49:50TAM3391SBPLSBGR","TAM3391","SBPL","SBGR","M",1705996190000,1705994783537,-21.7970509203,-46.1265908384,11.9394233091,"10R","A320",1705996190000,0,3,4,23.44105,10.6367068889,100,22.7929433333,0.6481066667,23.3045833333,0.1364666667
"2024-01-23 03:36:15TAM3453SBMOSBGR","TAM3453","SBMO","SBGR","M",1705980975000,1705979595213,-21.8847416962,-45.8202221995,22.8292323694,"10R","A320",1705980975000,0,4,8,22.99645,10.6367068889,100,22.7929433333,0.2035066667,23.3045833333,0
"2024-01-23 01:15:12TAM4629SBSVSBGR","TAM4629","SBSV","SBGR","M",1705972512000,1705971106037,-21.8654804247,-45.8806742358,20.6712348363,"10R","A320",1705972512000,0,12,21,23.4327166667,10.6367068889,100,22.7929433333,0.6397733333,23.3045833333,0.1281333333
"2024-01-23 00:57:52TAM4615SBSGSBGR","TAM4615","SBSG","SBGR","M",1705971472000,1705969733190,-21.8687296224,-45.8839596355,20.6052793302,"10R","A320",1705971472000,0,12,13,28.9801666667,10.6367068889,100,22.7929433333,6.1872233333,23.3045833333,5.6755833333
"2024-01-22 21:04:27TAM4750SBBRSBGR","TAM4750","SBBR","SBGR","M",1705957467000,1705956065653,-21.8013057815,-46.0980502097,12.9237220563,"10R","A320",1705957467000,0,4,8,23.3557833333,10.6367068889,100,22.7929433333,0.56284,23.3045833333,0.0512
"2024-01-22 19:43:48TAM3243SBPSSBGR","TAM3243","SBPS","SBGR","M",1705952628000,1705951131152,-21.7777572081,-46.5578797974,357.0709126596,"10R","A320",1705952628000,0,12,29,24.9474666667,10.6367068889,100,22.7929433333,2.1545233333,23.3045833333,1.6428833333
"2024-01-22 19:00:23TAM3471SBJESBGR","TAM3471","SBJE","SBGR","M",1705950023000,1705948521294,-21.92255225,-45.7194540065,26.4771248968,"10R","A320",1705950023000,0,11,23,25.0284333333,10.6367068889,100,22.7929433333,2.23549,23.3045833333,1.72385
"2024-01-22 19:09:24TAM4749SBCFSBGR","TAM4749","SBCF","SBGR","M",1705950564000,1705949074399,-21.7915052586,-46.2046890909,9.2709076611,"10R","A320",1705950564000,0,12,24,24.8266833333,10.6367068889,100,22.7929433333,2.03374,23.3045833333,1.5221
"2024-01-22 19:39:51TAM3619SBTESBGR","TAM3619","SBTE","SBGR","M",1705952391000,1705950890753,-21.8129349385,-46.07035996,13.9378448113,"10R","A320",1705952391000,0,12,29,25.0041166667,10.6367068889,100,22.7929433333,2.2111733333,23.3045833333,1.6995333333
"2024-01-22 18:32:39TAM4627SBILSBGR","TAM4627","SBIL","SBGR","M",1705948359000,1705946952515,-21.8832613733,-45.8261816822,22.6225266386,"10R","A320",1705948359000,0,6,15,23.4414166667,10.6367068889,100,22.7929433333,0.6484733333,23.3045833333,0.1368333333
"2024-01-22 18:14:15TAM4623SBPSSBGR","TAM4623","SBPS","SBGR","M",1705947255000,1705945894622,-21.8739764877,-45.861969315,21.3716902457,"10R","A320",1705947255000,0,7,11,22.6729666667,10.6367068889,100,22.7929433333,0,23.3045833333,0
"2024-01-22 17:05:48TAM3111SBIZSBGR","TAM3111","SBIZ","SBGR","M",1705943148000,1705941831632,-21.788151909,-46.2356681555,8.1997584958,"10R","A320",1705943148000,0,3,15,21.9394666667,10.6367068889,100,22.7929433333,0,23.3045833333,0
"2024-01-22 16:15:01TAM3395SBPJSBGR","TAM3395","SBPJ","SBGR","M",1705940101000,1705938718790,-21.8043244791,-46.0851510887,13.3764125086,"10R","A320",1705940101000,0,8,16,23.0368333333,10.6367068889,100,22.7929433333,0.24389,23.3045833333,0
"2024-01-22 16:07:11TAM3389SBPLSBGR","TAM3389","SBPL","SBGR","M",1705939631000,1705938322045,-21.8635971535,-45.9007930396,20.0037478799,"10R","A320",1705939631000,0,6,12,21.8159166667,10.6367068889,100,22.7929433333,0,23.3045833333,0
"2024-01-22 14:53:21TAM3237SBVCSBGR","TAM3237","SBVC","SBGR","M",1705935201000,1705933751977,-21.8739116062,-45.864892706,21.277808623,"10R","A320",1705935201000,0,5,19,24.1503833333,10.6367068889,100,22.7929433333,1.35744,23.3045833333,0.8458
"2024-01-22 10:50:23TAM3375SBRFSBGR","TAM3375","SBRF","SBGR","M",1705920623000,1705918868068,-21.870141649,-45.8597152987,21.3955978382,"10R","A320",1705920623000,0,14,31,29.2488666667,10.6367068889,100,22.7929433333,6.4559233333,23.3045833333,5.9442833333
"2024-01-22 10:24:13TAM3366SBJUSBGR","TAM3366","SBJU","SBGR","M",1705919053000,1705916834792,-21.8701245749,-45.8611496727,21.3498589897,"10R","A320",1705919053000,0,19,30,36.9701333333,10.6367068889,100,22.7929433333,14.17719,23.3045833333,13.66555
"2024-01-22 09:45:05TAM3197SBTESBGR","TAM3197","SBTE","SBGR","M",1705916705000,1705914942671,-21.8027058562,-46.1209694582,12.1682001756,"10R","A320",1705916705000,0,13,27,29.37215,10.6367068889,100,22.7929433333,6.5792066667,23.3045833333,6.0675666667
"2024-01-22 09:09:01TAM4701SBCFSBGR","TAM4701","SBCF","SBGR","M",1705914541000,1705913102761,-21.8203092343,-46.0539397922,14.5460279276,"10R","A320",1705914541000,0,11,21,23.97065,10.6367068889,100,22.7929433333,1.1777066667,23.3045833333,0.6660666667
"2024-01-22 08:56:10TAM3251SBIZSBGR","TAM3251","SBIZ","SBGR","M",1705913770000,1705912292151,-21.7897295541,-46.1966839176,9.5323315557,"10R","A320",1705913770000,0,10,20,24.6308166667,10.6367068889,100,22.7929433333,1.8378733333,23.3045833333,1.3262333333
"2024-01-22 08:11:45TAM3393SBPJSBGR","TAM3393","SBPJ","SBGR","M",1705911105000,1705909688221,-21.7806376057,-46.310938642,5.594883403,"10R","A320",1705911105000,0,9,15,23.6129833333,10.6367068889,100,22.7929433333,0.82004,23.3045833333,0.3084
"2024-01-22 09:48:37TAM4752SBBRSBGR","TAM4752","SBBR","SBGR","M",1705916917000,1705915026801,-21.8047496237,-46.0849461781,13.3865878136,"10R","A320",1705916917000,0,14,27,31.5033166667,10.6367068889,100,22.7929433333,8.7103733333,23.3045833333,8.1987333333
"2024-01-22 07:57:59TAM3391SBPLSBGR","TAM3391","SBPL","SBGR","M",1705910279000,1705908748309,-21.8197150563,-46.0517882311,14.6123652702,"10R","A320",1705910279000,0,6,9,25.5115166667,10.6367068889,100,22.7929433333,2.7185733333,23.3045833333,2.2069333333
"2024-01-22 04:02:06TAM3453SBMOSBGR","TAM3453","SBMO","SBGR","M",1705896126000,1705894789411,-21.9123931714,-45.7524411947,25.3190228952,"10R","A320",1705896126000,0,4,10,22.2764833333,10.6367068889,100,22.7929433333,0,23.3045833333,0
"2024-01-22 01:04:18TAM4615SBSGSBGR","TAM4615","SBSG","SBGR","M",1705885458000,1705883679444,-21.8229762059,-46.0236335173,15.5730276481,"10R","A320",1705885458000,0,13,16,29.6426,10.6367068889,100,22.7929433333,6.8496566667,23.3045833333,6.3380166667
"2024-01-22 01:16:24TAM3239SBVCSBGR","TAM3239","SBVC","SBGR","M",1705886184000,1705884345650,-21.8746201806,-45.8652956968,21.2737592909,"10R","A320",1705886184000,0,14,22,30.6391666667,10.6367068889,100,22.7929433333,7.8462233333,23.3045833333,7.3345833333
"2024-01-22 00:35:45TAM3245SBPSSBGR","TAM3245","SBPS","SBGR","M",1705883745000,1705882295133,-21.8762507554,-45.8660231293,21.2708059469,"10R","A320",1705883745000,0,3,14,24.16445,10.6367068889,100,22.7929433333,1.3715066667,23.3045833333,0.8598666667
"2024-01-22 00:57:54TAM3603SBSLSBGR","TAM3603","SBSL","SBGR","M",1705885074000,1705883514776,-21.830104635,-45.9977464807,16.4918907873,"10R","A320",1705885074000,0,11,14,25.9870666667,10.6367068889,100,22.7929433333,3.1941233333,23.3045833333,2.6824833333
"2024-01-22 00:42:34TAM4621SBARSBGR","TAM4621","SBAR","SBGR","M",1705884154000,1705882532254,-21.8739918544,-45.8648448935,21.280327518,"10R","A320",1705884154000,0,6,13,27.0291,10.6367068889,100,22.7929433333,4.2361566667,23.3045833333,3.7245166667
"2024-01-20 03:55:02TAM3453SBMOSBGR","TAM3453","SBMO","SBGR","M",1705722902000,1705721542721,-21.8758597589,-45.8582092059,21.5148125701,"10R","A320",1705722902000,0,8,16,22.65465,10.6367068889,100,22.7929433333,0,23.3045833333,0
"2024-01-20 02:35:58TAM3299SBCFSBGR","TAM3299","SBCF","SBGR","M",1705718158000,1705716725713,-21.8369974417,-45.9825147942,17.0593919704,"10R","A320",1705718158000,0,10,29,23.87145,10.6367068889,100,22.7929433333,1.0785066667,23.3045833333,0.5668666667
"2024-01-20 01:42:23TAM4615SBSGSBGR","TAM4615","SBSG","SBGR","M",1705714943000,1705713296494,-21.7829169956,-46.2607218891,7.3213443173,"10R","A320",1705714943000,0,14,21,27.4417666667,10.6367068889,100,22.7929433333,4.6488233333,23.3045833333,4.1371833333
"2024-01-20 01:32:56TAM3239SBVCSBGR","TAM3239","SBVC","SBGR","M",1705714376000,1705712645762,-21.8052584314,-46.0845022052,13.4053806426,"10R","A320",1705714376000,0,12,16,28.8373,10.6367068889,100,22.7929433333,6.0443566667,23.3045833333,5.5327166667
